epoch,epoch_total,loss,recon,svdd,excl,overlap,R_mean
31,100,1.871715,1.707446,142.133034,0.128039,15.703403,11.7602
32,100,1.867304,1.702281,143.022188,0.128818,15.774327,11.795
33,100,1.872393,1.706628,143.903655,0.128928,15.844111,11.8303
34,100,1.871497,1.704981,144.813664,0.128967,15.914643,11.8647
35,100,1.872773,1.705523,145.734759,0.129589,15.983429,11.9003
36,100,1.873513,1.705502,146.660826,0.130872,16.054638,11.9353
37,100,1.870553,1.701797,147.556468,0.13134,16.124708,11.9705
38,100,1.871681,1.702172,148.523808,0.131443,16.195118,12.0061
39,100,1.874678,1.70441,149.454759,0.133789,16.266151,12.0413
40,100,1.874298,1.703278,150.397355,0.133671,16.336613,12.0764
41,100,1.873515,1.701742,151.371049,0.135377,16.406906,12.1122
42,100,1.879303,1.706765,152.35284,0.135981,16.478453,12.1477
43,100,1.87502,1.701722,153.341104,0.138294,16.549334,12.1835
44,100,1.875196,1.701129,154.343489,0.140167,16.620981,12.2197
45,100,1.876698,1.701854,155.335652,0.142299,16.693521,12.2557
46,100,1.876225,1.700611,156.357293,0.142156,16.765398,12.2921
47,100,1.879556,1.703158,157.394621,0.144765,16.838308,12.3287
48,100,1.875671,1.698488,158.435165,0.14695,16.911461,12.3648
49,100,1.876664,1.698705,159.508181,0.148129,16.983622,12.4017
50,100,1.879836,1.701082,160.567269,0.150812,17.057493,12.4387
51,100,1.879688,1.700137,161.652001,0.153443,17.131449,12.4758
52,100,1.877855,1.697506,162.775779,0.154974,17.205566,12.5135
53,100,1.882816,1.701653,163.884496,0.15884,17.281025,12.5508
54,100,1.880328,1.69836,165.035992,0.159987,17.355608,12.5881
55,100,1.881204,1.698426,166.198536,0.165222,17.430275,12.6267
56,100,1.878353,1.694741,167.38995,0.168076,17.507366,12.665
57,100,1.883042,1.6986,168.620422,0.170345,17.584072,12.7041
58,100,1.882734,1.697441,169.86748,0.176483,17.662312,12.7439
59,100,1.885286,1.699128,171.140507,0.182179,17.741882,12.7834
60,100,1.882864,1.695846,172.481366,0.185831,17.820837,12.8241
61,100,1.881443,1.693534,173.903623,0.1921,17.902229,12.8649
62,100,1.88659,1.697782,175.371155,0.201003,17.983816,12.9067
63,100,1.883953,1.69422,176.893227,0.21278,18.067518,12.9486
64,100,1.884187,1.693525,178.334918,0.232513,18.15127,12.9905
65,100,1.889173,1.69756,179.568061,0.283927,18.235113,13.0312
66,100,1.888805,1.696232,180.327405,0.391458,18.316467,13.0682
67,100,1.889693,1.696257,181.315182,0.465709,18.390379,13.1029
68,100,1.889478,1.695243,182.332066,0.520489,18.459795,13.1361
69,100,1.889051,1.694036,182.631608,0.620461,18.526308,13.1651
70,100,1.890796,1.695105,182.962426,0.699631,18.58429,13.1903
71,100,1.888805,1.692524,183.028256,0.783413,18.634644,13.2122
72,100,1.888075,1.691256,182.60912,0.905292,18.678329,13.2281
73,100,1.887516,1.690308,182.642111,0.973304,18.710232,13.2416
74,100,1.88934,1.691819,182.985832,1.000214,18.737225,13.2539
75,100,1.889016,1.691221,183.377481,1.00805,18.761745,13.265
76,100,1.888679,1.690645,183.768924,1.006466,18.783928,13.276
77,100,1.890376,1.692102,184.178344,1.005658,18.805973,13.2873
78,100,1.892656,1.694135,184.596548,1.005023,18.828627,13.2986
79,100,1.889471,1.690705,185.008189,1.004543,18.851198,13.3095
80,100,1.889152,1.690144,185.426405,1.00606,18.873074,13.3206
81,100,1.889307,1.690058,185.848069,1.004705,18.895229,13.331
82,100,1.892279,1.6928,186.257747,1.005476,18.916044,13.3408
83,100,1.890165,1.69047,186.653425,1.006012,18.935616,13.3506
84,100,1.889295,1.689382,187.07361,1.006683,18.955278,13.361
85,100,1.887622,1.68748,187.508666,1.005326,18.976088,13.3714
86,100,1.88911,1.688738,187.953962,1.007562,18.996759,13.3814
87,100,1.888076,1.68748,188.379694,1.009607,19.016733,13.3908
88,100,1.887194,1.686385,188.827365,1.010422,19.0357,13.4001
89,100,1.888081,1.687062,189.263224,1.013641,19.054264,13.4087
90,100,1.886429,1.68521,189.727692,1.017595,19.071476,13.4176
91,100,1.888983,1.687558,190.191159,1.023023,19.089195,13.4262
92,100,1.88861,1.686982,190.695875,1.029442,19.106401,13.4351
93,100,1.889714,1.687871,191.227303,1.038608,19.124262,13.4444
94,100,1.890492,1.688424,191.820129,1.049435,19.142748,13.4533
95,100,1.890833,1.688542,192.388601,1.065245,19.160582,13.4629
96,100,1.889793,1.687263,192.834928,1.089923,19.179848,13.4721
97,100,1.894456,1.691655,192.874035,1.175649,19.198147,13.4795
98,100,1.889587,1.686519,192.975123,1.288772,19.213049,13.4853
99,100,1.88783,1.684555,193.504283,1.353614,19.224653,13.4924
100,100,1.889881,1.686365,194.51372,1.401857,19.238815,13.5055
