epoch,epoch_total,loss,recon,svdd,excl,overlap,R_mean
30,100,1.819884,1.706705,88.908057,0.616132,10.86718,9.265
31,100,1.818306,1.706004,88.10742,0.58713,10.783854,9.2236
32,100,1.817631,1.706197,87.32575,0.560358,10.701177,9.1874
33,100,1.81647,1.7058,86.594722,0.541734,10.628619,9.1504
34,100,1.817703,1.707811,85.873515,0.514644,10.554731,9.1135
35,100,1.81503,1.705912,85.17803,0.498761,10.48095,9.081
36,100,1.814933,1.706499,84.54395,0.482045,10.415879,9.047
37,100,1.810844,1.703124,83.889867,0.460387,10.347887,9.0148
38,100,1.810984,1.70394,83.292955,0.444933,10.283521,8.9856
39,100,1.809975,1.703544,82.719079,0.433273,10.225191,8.9556
40,100,1.810123,1.704322,82.174521,0.411972,10.165193,8.9284
41,100,1.807723,1.702493,81.646334,0.402085,10.110765,8.9023
42,100,1.808627,1.703946,81.139353,0.388804,10.058483,8.8783
43,100,1.805684,1.701506,80.68224,0.377824,10.010565,8.8529
44,100,1.806434,1.702791,80.201678,0.364673,9.959651,8.8292
45,100,1.805716,1.702571,79.743633,0.35577,9.912275,8.8063
46,100,1.802837,1.700172,79.300063,0.345776,9.866512,8.7842
47,100,1.803513,1.70131,78.89598,0.337565,9.822396,8.7631
48,100,1.803929,1.702171,78.481737,0.329301,9.780022,8.7434
49,100,1.800593,1.699248,78.112709,0.319733,9.740678,8.7237
50,100,1.802638,1.701707,77.742735,0.311836,9.701347,8.7048
51,100,1.798975,1.698441,77.376283,0.305829,9.663462,8.6868
52,100,1.799155,1.698999,77.037519,0.298311,9.627522,8.6681
53,100,1.797945,1.698181,76.691736,0.288667,9.59006,8.6511
54,100,1.797158,1.69775,76.372762,0.284024,9.556133,8.6344
55,100,1.798173,1.699115,76.059717,0.280239,9.522688,8.6189
56,100,1.798033,1.6993,75.762888,0.274677,9.491757,8.604
57,100,1.797701,1.699281,75.497804,0.266934,9.461918,8.5911
58,100,1.794062,1.695912,75.231884,0.264996,9.436173,8.5773
59,100,1.796402,1.698543,74.982978,0.256914,9.408424,8.5655
60,100,1.792655,1.695043,74.750239,0.252587,9.384886,8.5536
61,100,1.799076,1.701714,74.521614,0.249423,9.361102,8.5432
62,100,1.792176,1.695032,74.310112,0.246734,9.340305,8.5319
63,100,1.792515,1.695609,74.093953,0.244342,9.317671,8.5214
64,100,1.791435,1.694749,73.898792,0.240009,9.29663,8.5117
65,100,1.79038,1.693898,73.712036,0.237546,9.277269,8.5019
66,100,1.794791,1.698516,73.520434,0.232179,9.257613,8.4933
67,100,1.79002,1.693925,73.344765,0.233778,9.240476,8.4842
68,100,1.788973,1.693068,73.163163,0.22995,9.222338,8.4756
69,100,1.790291,1.694568,73.008058,0.225435,9.20507,8.467
70,100,1.79059,1.695046,72.843586,0.224768,9.187942,8.4591
71,100,1.787491,1.692114,72.688071,0.223596,9.17206,8.4513
72,100,1.78908,1.693867,72.538659,0.21932,9.156433,8.4443
73,100,1.787916,1.69285,72.390717,0.221876,9.142444,8.4368
74,100,1.787515,1.692605,72.251733,0.218395,9.127567,8.4298
75,100,1.789869,1.695107,72.121375,0.215332,9.113444,8.4231
76,100,1.785687,1.691065,71.985664,0.216584,9.100181,8.4164
77,100,1.788998,1.694516,71.849463,0.215869,9.086784,8.4095
78,100,1.785401,1.691064,71.721249,0.214745,9.073013,8.4033
79,100,1.78691,1.692703,71.600471,0.214958,9.060592,8.3968
80,100,1.781461,1.68739,71.473462,0.213499,9.047591,8.3905
81,100,1.784058,1.690121,71.356832,0.210604,9.034829,8.3844
82,100,1.785206,1.691396,71.234494,0.210685,9.022784,8.3782
83,100,1.788714,1.695033,71.124104,0.208034,9.010389,8.3725
84,100,1.784815,1.691255,71.008903,0.209508,8.998871,8.3667
85,100,1.78204,1.6886,70.896606,0.208386,8.98739,8.3613
86,100,1.78382,1.690495,70.790849,0.208149,8.976471,8.3556
87,100,1.782128,1.688921,70.683932,0.208173,8.96517,8.3502
88,100,1.780276,1.687184,70.578052,0.205695,8.954308,8.3448
89,100,1.782616,1.689637,70.473669,0.206143,8.943439,8.3396
90,100,1.778334,1.685464,70.370837,0.206295,8.933077,8.3342
91,100,1.781494,1.688736,70.270075,0.206532,8.922383,8.3293
92,100,1.781192,1.688538,70.170779,0.204793,8.912437,8.3241
93,100,1.779106,1.686561,70.072361,0.203727,8.90209,8.3192
94,100,1.781428,1.688986,69.969449,0.205794,8.892235,8.3139
95,100,1.777768,1.685438,69.870769,0.204692,8.881654,8.3088
96,100,1.775733,1.683508,69.775575,0.205232,8.871563,8.3041
97,100,1.777855,1.685729,69.681696,0.202767,8.862164,8.2993
98,100,1.777955,1.685929,69.587956,0.204193,8.852604,8.2947
99,100,1.776226,1.684298,69.498773,0.202026,8.843243,8.2899
100,100,1.777855,1.686026,69.411932,0.201431,8.833748,8.285
